"name","team","position","height_inches","wingspan_inches","wingspan_advantage","g","mp","pts","orb","drb","trb","ast","stl","blk","o_rtg","d_rtg","e_fg_percent","ft_percent","fg_percent","avg_dist_of_fg","X2pt_rate","X3pt_rate","X2pt_percent","X3pt_percent","dunk_rate","residuals","fitted"
"Jalen Green","HOU","SG",76,79.5,3.5,82,2697,31.1,0.8,6,6.8,5.1,1.3,0.5,110,113,0.505,0.813,0.423,16.3,0.54,0.46,0.482,0.354,0.046,-0.0376737079775144,6.83767370797751
"Jalen Hood-Schifino","PHI","PG",76.25,82.25,6,15,315,16.6,0.5,3.8,4.2,5.8,0.8,1.1,100,122,0.449,0.857,0.378,16.8,0.531,0.469,0.442,0.304,0,-4.55921683990629,8.75921683990629
"Jalen Johnson","ATL","PF",79.75,84.25,4.5,36,1284,24.8,2.3,10.8,13.1,6.6,2,1.3,110,113,0.541,0.746,0.5,10.2,0.74,0.26,0.566,0.312,0.127,2.9432972459637,10.1567027540363
"Jalen Pickett","DEN","PG",74,79.25,5.25,49,666,14.4,1.1,4,5.1,7.7,1.4,0.4,120,119,0.539,0.75,0.428,18.8,0.439,0.561,0.468,0.396,0,-1.56298796871126,6.66298796871126
"Jalen Smith","CHI","PF",81.25,86.25,5,64,962,25.4,4.3,13,17.3,3.2,0.8,2.1,120,112,0.554,0.809,0.466,15.4,0.456,0.544,0.634,0.324,0.071,5.74581133183368,11.5541886681663
"Jalen Suggs","ORL","PG",75.5,77.5,2,35,1002,28.3,1.1,5.9,7,6.4,2.5,1.6,101,108,0.489,0.882,0.41,17.7,0.497,0.503,0.506,0.314,0.008,1.5598122061525,5.4401877938475
"Jalen Williams","OKC","SG",76.5,86.25,9.75,69,2237,32,1.3,6.7,7.9,7.6,2.4,1,116,107,0.537,0.789,0.484,13.3,0.709,0.291,0.533,0.365,0.069,-3.65418866816632,11.5541886681663
"Jalen Wilson","BKN","SF",77.5,80,2.5,79,2031,18.4,1.8,4.8,6.6,3.6,1,0.1,110,119,0.495,0.818,0.397,16.9,0.416,0.584,0.481,0.337,0.002,-0.587045186510019,7.18704518651002
"Jamal Murray","DEN","PG",75.5,78.5,3,67,2418,28.6,0.9,4.3,5.2,8,1.8,0.7,120,118,0.543,0.886,0.474,15.6,0.646,0.354,0.518,0.393,0.012,-0.938930750912505,6.13893075091251
"Jamal Shead","TOR","PG",72.25,75,2.75,75,1467,17.5,1,2.8,3.8,10.4,1.9,0.3,104,117,0.476,0.768,0.405,15.3,0.558,0.442,0.47,0.323,0.016,0.106669598815025,3.69333040118498
"James Harden","LAC","SG",76,82.75,6.75,79,2789,31.8,1,7.1,8.1,12.1,2.1,1,114,110,0.501,0.874,0.41,17.3,0.484,0.516,0.472,0.352,0.003,-1.00858831843879,9.10858831843879
"Jarace Walker","IND","PF",78.5,86.5,8,75,1187,18.7,1,8.3,9.3,4.5,2.2,1,106,112,0.576,0.667,0.472,16.4,0.486,0.514,0.543,0.405,0.081,-2.42887440743257,11.7288744074326
"Jared McCain","PHI","SG",74,75.5,1.5,23,592,29.3,1.1,3.6,4.7,5,1.2,0,113,123,0.553,0.875,0.46,16,0.515,0.485,0.532,0.383,0.007,0.65729812028252,4.04270187971748
"Jaren Jackson Jr.","MEM","PF",81.75,89.25,7.5,74,2207,34.6,1.9,6.9,8.8,3.1,1.9,2.4,115,111,0.548,0.781,0.488,13.1,0.679,0.321,0.541,0.375,0.029,-4.85041753936135,13.6504175393613
"Jarred Vanderbilt","LAL","PF",80.5,85,4.5,36,581,12.4,5.8,9.7,15.4,3.5,3,0.8,115,110,0.525,0.556,0.488,8.2,0.736,0.264,0.562,0.281,0.289,4.71924002816494,10.6807599718351
"Jarrett Allen","CLE","C",81,89.25,8.25,82,2296,23.1,4.5,12.2,16.7,3.3,1.6,1.5,142,108,0.706,0.718,0.706,3.6,0.992,0.008,0.712,0,0.272,3.04958246063865,13.6504175393613
"Jaxson Hayes","LAL","C",82.25,87.5,5.25,56,1093,17.2,3.5,8.6,12.1,2.6,1.4,2.3,135,112,0.722,0.622,0.722,2.9,0.987,0.013,0.732,0,0.578,-0.327617364497583,12.4276173644976
"Jaylen Brown","BOS","SF",77.25,83.75,6.5,63,2158,32.5,1.9,6.6,8.6,6.6,1.7,0.4,112,112,0.515,0.764,0.463,13.4,0.68,0.32,0.529,0.324,0.045,-1.2073312755038,9.8073312755038
"Jaylen Clark","MIN","SG",76,81,5,40,522,15.4,2.5,2.6,5,2.5,3.4,0.2,130,111,0.558,0.784,0.467,13.4,0.575,0.425,0.493,0.431,0.025,-2.88578814357503,7.88578814357503
"Jaylen Wells","MEM","SF",78.5,79.25,0.75,79,2043,18.7,2,4.1,6.1,3.1,1,0.2,117,118,0.527,0.822,0.425,17.4,0.42,0.58,0.525,0.352,0.036,-0.562987968711262,6.66298796871126
"Jaylin Williams","OKC","C",80.75,85,4.25,47,784,17,2.9,13.1,16,7.3,1.3,1.8,127,104,0.577,0.767,0.439,19.7,0.308,0.692,0.529,0.399,0.059,5.31924002816494,10.6807599718351
"Jaylon Tyson","CLE","SG",77.5,80,2.5,47,453,17.7,3.9,6.3,10.2,4.7,1.4,0.3,111,114,0.497,0.792,0.43,12.4,0.611,0.389,0.484,0.345,0.047,3.01295481348998,7.18704518651002
"Jayson Tatum","BOS","SF",79.5,83,3.5,72,2624,36.9,0.9,11,11.9,8.2,1.5,0.7,117,110,0.537,0.814,0.452,17.1,0.503,0.497,0.559,0.343,0.059,2.61672594229496,9.28327405770504
"Jeff Green","HOU","PF",79,85.25,6.25,32,396,21.1,1.4,5.8,7.1,2.5,0.7,0.5,134,114,0.624,0.808,0.504,18.5,0.347,0.653,0.762,0.367,0.074,-3.75544571110131,10.8554457111013
"Jerami Grant","POR","PF",78.5,86.75,8.25,47,1524,21.6,0.8,4.4,5.2,3.2,1.3,1.5,109,117,0.467,0.849,0.373,16,0.484,0.516,0.381,0.365,0.035,-6.70356014669883,11.9035601466988
"Jeremiah Robinson-Earl","NOP","PF",79.75,81.75,2,66,1239,16.3,4.3,8,12.3,3.4,1.5,0.3,117,120,0.536,0.836,0.455,14,0.527,0.473,0.557,0.341,0.026,3.89015463862622,8.40984536137378
"Jeremy Sochan","SAS","PF",80.5,83.75,3.25,54,1364,21.9,4.5,8,12.5,4.5,1.6,1,116,117,0.565,0.696,0.535,7.4,0.806,0.194,0.59,0.308,0.196,2.6926687244962,9.8073312755038
"Jett Howard","ORL","SF",80,81,1,60,701,19,1.4,3.6,5,3.1,0.9,0.8,97,114,0.479,0.696,0.374,20.8,0.29,0.71,0.566,0.296,0.027,-2.88578814357503,7.88578814357503
"Jevon Carter","CHI","PG",72.25,76.25,4,36,321,22.2,0.6,5.1,5.7,5.8,1.9,0.4,107,117,0.497,0.8,0.377,20.3,0.281,0.719,0.488,0.333,0.007,1.13324090248376,4.56675909751624
"Jimmy Butler","GSW","SF",78,79.5,1.5,55,1746,27.2,3.5,4.8,8.3,8.4,2.2,0.5,136,113,0.531,0.842,0.504,9,0.826,0.174,0.546,0.308,0.092,1.46232629202249,6.83767370797751
"Jock Landale","HOU","C",83,86,3,42,500,19.5,5.5,7.9,13.3,3.6,1.3,1,126,111,0.569,0.675,0.533,9.2,0.829,0.171,0.556,0.423,0.105,1.92049707109993,11.3795029289001
"Joel Embiid","PHI","C",83.75,89,5.25,19,574,38.8,3.1,10.2,13.3,7.3,1.2,1.5,114,116,0.481,0.882,0.444,13.5,0.756,0.244,0.492,0.299,0.016,-0.175731800095095,13.4757318000951
"John Collins","UTA","PF",80.25,83.25,3,40,1220,29.8,3.5,9.4,12.9,3.1,1.5,1.6,116,118,0.583,0.848,0.527,11,0.721,0.279,0.577,0.399,0.13,3.4420402030287,9.4579597969713
"John Konchar","MEM","SF",76.75,80,3.25,46,558,9.3,3.1,9.5,12.6,3.5,2.5,1.2,128,110,0.577,0.875,0.451,18,0.319,0.681,0.621,0.371,0.011,5.41295481348998,7.18704518651002
"Johnny Furphy","IND","SF",79.5,80,0.5,50,379,13.1,2.9,6.1,9,2.4,2.3,1.4,108,113,0.462,0.818,0.38,15.3,0.457,0.543,0.476,0.3,0.098,1.81295481348998,7.18704518651002
"Jonas ValanÄiÅ«nas","SAC","C",83,89,6,81,1524,26.6,6,13.8,19.8,5.2,1.2,1.4,118,114,0.557,0.879,0.55,7.3,0.941,0.059,0.571,0.216,0.07,6.32426819990491,13.4757318000951
"Jonathan Isaac","ORL","PF",82.5,85,2.5,71,1090,17.4,5.5,8.9,14.4,1.8,2.8,3.7,113,103,0.474,0.682,0.414,14.1,0.534,0.466,0.549,0.258,0.16,3.71924002816494,10.6807599718351
"Jonathan Kuminga","GSW","SF",79,83.25,4.25,47,1144,30.6,2.4,6.8,9.2,4.4,1.6,0.9,108,112,0.495,0.668,0.454,11.3,0.734,0.266,0.508,0.305,0.095,-0.257959796971297,9.4579597969713
"Jonathan Mogbo","TOR","PF",78.25,86,7.75,63,1286,14.6,4.1,7.6,11.6,5.5,2.1,1.3,108,113,0.462,0.732,0.438,8.6,0.803,0.197,0.486,0.243,0.216,0.22049707109993,11.3795029289001
"Jordan Clarkson","UTA","SG",75.25,80,4.75,37,962,29.9,1.2,4.6,5.9,6.9,1.5,0.4,107,122,0.493,0.797,0.408,16.6,0.529,0.471,0.448,0.362,0.006,-1.28704518651002,7.18704518651002
"Jordan Hawkins","NOP","SG",76.25,78.75,2.5,56,1321,22.1,0.9,4.9,5.8,2.4,1.1,0.8,101,123,0.471,0.816,0.372,19.3,0.403,0.597,0.433,0.331,0.036,-0.513616490178758,6.31361649017876
"Jordan McLaughlin","SAS","PG",71,76.5,5.5,46,314,15.2,0.9,3.7,4.7,7.9,2.5,0.2,122,118,0.563,0.773,0.431,19.5,0.361,0.639,0.462,0.413,0,-0.0414448367824884,4.74144483678249
"Jordan Miller","LAC","SF",76.5,83.75,7.25,37,420,17.8,2.7,4.1,6.8,4,2,0.6,103,112,0.463,0.8,0.433,10.2,0.716,0.284,0.521,0.211,0.052,-3.0073312755038,9.8073312755038
"Jordan Poole","WAS","SG",75.5,78.75,3.25,68,2001,33.1,0.7,4.1,4.8,7.2,2,0.6,109,120,0.544,0.883,0.432,18.8,0.412,0.588,0.51,0.378,0.01,-1.51361649017876,6.31361649017876
"Jordan Walsh","BOS","SF",77.75,85.75,8,52,403,10.2,2.9,5.7,8.6,2.4,1.5,1.4,99,112,0.452,0.583,0.361,17.7,0.337,0.663,0.536,0.273,0.084,-2.60481718963382,11.2048171896338
"Jose Alvarado","NOP","PG",71,73,2,56,1366,20.5,1,3.9,4.8,9.2,2.6,0.5,110,120,0.498,0.811,0.392,17.9,0.407,0.593,0.439,0.359,0,2.50415551294504,2.29584448705496
"Josh Christopher","MIA","SG",75.25,81.25,6,14,69,20.2,0,6.5,6.5,5.8,3.6,2.2,82,107,0.387,0.667,0.355,11.5,0.645,0.355,0.45,0.182,0.097,-1.56047388284128,8.06047388284128
"Josh Giddey","CHI","SF",80,79.5,-0.5,70,2117,22.5,2.8,9.7,12.5,11.1,1.9,1,115,113,0.531,0.781,0.465,12.3,0.652,0.348,0.512,0.378,0.013,5.66232629202249,6.83767370797751
"Josh Green","CHA","SG",76.5,81.75,5.25,68,1887,13.2,1.5,3,4.5,2.8,1.9,0.4,109,119,0.543,0.681,0.428,16.8,0.411,0.589,0.48,0.391,0.04,-3.90984536137378,8.40984536137378
"Josh Hart","NYK","SF",75.75,80.25,4.5,77,2897,18,2.8,9.9,12.6,7.8,2,0.5,125,112,0.579,0.776,0.525,11.3,0.673,0.327,0.618,0.333,0.03,5.23826907422373,7.36173092577627
"Josh Minott","MIN","PF",79.5,83.75,4.25,46,276,21.3,2.1,6.3,8.4,3.2,2.7,2.1,121,108,0.567,0.895,0.489,12.9,0.522,0.478,0.638,0.326,0.178,-1.4073312755038,9.8073312755038
"Josh Okogie","CHA","SF",75,84,9,40,625,22.3,3.6,5.4,8.9,2.6,3.8,1.4,114,113,0.519,0.741,0.443,13.2,0.566,0.434,0.517,0.348,0.08,-1.08201701477005,9.98201701477005
"Jrue Holiday","BOS","PG",75.25,79,3.75,62,1896,18.1,2,5,7,6.3,1.7,0.7,121,113,0.538,0.909,0.443,16.2,0.466,0.534,0.547,0.353,0.003,0.51169777055499,6.48830222944501
"Julian Champagnie","SAS","SF",79,82,3,82,1932,20.4,1.7,6.3,8,2.8,1.5,0.9,113,118,0.549,0.904,0.415,19.3,0.278,0.722,0.53,0.371,0.047,-0.584531100640035,8.58453110064004
"Julian Phillips","CHI","SF",78.75,83.5,4.75,79,1123,15.2,2.8,4.2,7,1.6,1.6,0.8,118,117,0.533,0.789,0.446,14.2,0.467,0.533,0.582,0.327,0.153,-2.63264553623755,9.63264553623755
"Julian Strawther","DEN","SF",78,81.25,3.25,65,1384,20.4,0.6,4.3,4.9,2.9,1.4,0.6,109,119,0.529,0.822,0.432,17.2,0.447,0.553,0.535,0.349,0.012,-3.16047388284128,8.06047388284128
"Julius Randle","MIN","PF",79.75,84,4.25,69,2226,28.5,3.2,7.6,10.8,7.2,1,0.4,117,113,0.542,0.806,0.485,12.4,0.666,0.334,0.555,0.344,0.052,0.817982985229948,9.98201701477005
"Jusuf NurkiÄ‡","CHA","C",83.5,86,2.5,51,1063,21,3.9,14.5,18.5,5.3,1.9,1.6,105,112,0.523,0.664,0.477,10.9,0.702,0.298,0.551,0.305,0.065,7.12049707109993,11.3795029289001
"KJ Martin","UTA","SF",78,79.25,1.25,43,912,14.6,1.6,5.1,6.7,2.6,0.9,1.2,124,122,0.59,0.787,0.552,9,0.711,0.289,0.671,0.259,0.254,0.0370120312887385,6.66298796871126
"Karl-Anthony Towns","NYK","C",83,87.5,4.5,72,2517,34.7,4.2,14,18.1,4.4,1.4,1,122,110,0.584,0.829,0.526,10.8,0.722,0.278,0.567,0.42,0.071,5.67238263550242,12.4276173644976
"Kawhi Leonard","LAC","SF",78,87,9,37,1180,33.2,1.5,7.7,9.1,4.8,2.5,0.7,114,109,0.56,0.81,0.498,14.4,0.695,0.305,0.536,0.411,0.056,-2.97824588596508,12.0782458859651
"Keegan Murray","SAC","PF",80,83,3,76,2610,17.7,2.7,6.8,9.5,2,1.1,1.3,116,117,0.538,0.833,0.444,17.2,0.452,0.548,0.566,0.343,0.087,0.216725942294956,9.28327405770504
"Kel'el Ware","MIA","C",83.75,88.5,4.75,64,1422,20.9,4.1,12.5,16.6,2.1,1.4,2.5,118,108,0.592,0.687,0.554,9.3,0.761,0.239,0.629,0.315,0.321,3.47363967843741,13.1263603215626
"Keldon Johnson","SAS","SF",76.75,81.25,4.5,77,1838,25.7,2.9,6.8,9.8,3.3,1.3,0.6,115,119,0.538,0.773,0.482,11.3,0.644,0.356,0.573,0.318,0.044,1.73952611715872,8.06047388284128
"Kelly Olynyk","NOP","C",82.75,81.75,-1,44,891,20.8,3.4,7.8,11.2,6.9,1.8,1,115,116,0.562,0.769,0.5,11.6,0.705,0.295,0.534,0.418,0.015,2.79015463862622,8.40984536137378
"Kelly Oubre Jr.","PHI","SF",77.75,86.25,8.5,60,2078,21.5,2.3,6.4,8.7,2.6,2.2,0.7,111,118,0.518,0.751,0.47,11.3,0.673,0.327,0.555,0.293,0.097,-2.85418866816632,11.5541886681663
"Kenrich Williams","OKC","SF",78,79.25,1.25,69,1132,18.5,2.8,7.5,10.2,4.1,1.8,0.4,122,109,0.576,0.718,0.483,15.3,0.517,0.483,0.574,0.386,0.017,3.53701203128874,6.66298796871126
"Kentavious Caldwell-Pope","ORL","SG",76.5,80,3.5,77,2279,14.7,0.7,3,3.7,3,2.2,0.7,115,112,0.543,0.863,0.439,19.3,0.393,0.607,0.589,0.342,0.029,-3.48704518651002,7.18704518651002
"Keon Ellis","SAC","SG",75.5,80.5,5,80,1948,16.7,1.5,3.8,5.3,3,3,1.6,125,114,0.639,0.849,0.489,19.8,0.308,0.692,0.615,0.433,0.05,-2.23641666504252,7.53641666504252
"Keon Johnson","BKN","SG",75.5,79.25,3.75,79,1925,21.7,1.6,6.1,7.7,4.5,2.1,0.8,100,115,0.47,0.77,0.389,15.6,0.485,0.515,0.468,0.314,0.059,1.03701203128874,6.66298796871126
"Kessler Edwards","DAL","SF",79,83.25,4.25,40,608,13.4,1.8,7.4,9.1,3.3,1.5,1.6,122,115,0.578,0.923,0.496,12.5,0.6,0.4,0.556,0.407,0.104,-0.357959796971296,9.4579597969713
"Kevin Durant","PHX","PF",81,88.75,7.75,62,2265,36,0.5,7.7,8.2,5.7,1.1,1.7,117,119,0.598,0.839,0.527,15.5,0.669,0.331,0.574,0.43,0.041,-5.10104606082884,13.3010460608288
"Kevin Huerter","CHI","SG",78.25,79.5,1.25,69,1679,19.4,0.9,5,5.8,4.4,1.9,0.7,109,117,0.535,0.714,0.425,18.8,0.353,0.647,0.587,0.338,0.015,-1.03767370797751,6.83767370797751
"Kevin Love","MIA","PF",79.75,83.25,3.5,23,251,24.2,4.4,14.3,18.7,4.4,3,0.8,103,106,0.461,0.696,0.357,17.3,0.417,0.583,0.354,0.358,0,9.2420402030287,9.45795979697129
"Kevin McCullar Jr.","NYK","SF",77.25,81,3.75,4,29,10.3,0,13.7,13.7,3.4,1.7,1.7,98,109,0.286,1,0.286,9.4,0.857,0.143,0.333,0,0,5.81421185642497,7.88578814357503
"Kevon Looney","GSW","C",80,87.5,7.5,76,1142,14.7,7.9,11.8,19.7,5,2,1.6,128,108,0.518,0.566,0.514,4.6,0.982,0.018,0.516,0.4,0.09,7.27238263550242,12.4276173644976
"Keyonte George","UTA","SG",76,78,2,67,2109,25.6,0.6,5.2,5.8,8.6,1,0.2,109,123,0.485,0.818,0.391,17.6,0.448,0.552,0.449,0.343,0.015,0.0104407276199983,5.78955927238
"Khris Middleton","WAS","SF",78.75,82.75,4,37,843,25.1,0.7,7.1,7.8,8.6,2,0.5,117,115,0.546,0.857,0.475,17.1,0.605,0.395,0.549,0.361,0.003,-1.30858831843879,9.10858831843879
"Klay Thompson","DAL","SG",77.75,81,3.25,72,1965,24.7,1.1,5,6.1,3.6,1.2,0.7,108,119,0.535,0.905,0.412,20.1,0.369,0.631,0.448,0.391,0.002,-1.78578814357503,7.88578814357503
"Kobe Bufkin","ATL","SG",76.25,79.75,3.5,10,124,20,1.9,6,7.9,6.4,1.1,0.8,103,118,0.426,0.722,0.383,14.2,0.596,0.404,0.5,0.211,0,0.887640552756234,7.01235944724377
"Kris Dunn","LAC","PG",75,81,6,74,1783,13.1,1.5,5.5,6.9,5.8,3.5,0.7,111,108,0.525,0.682,0.439,15.7,0.487,0.513,0.549,0.335,0.016,-0.985788143575026,7.88578814357503
"Kris Murray","POR","PF",79.75,83.75,4,69,1040,13.4,3.6,5,8.5,3.2,1.6,0.8,103,116,0.468,0.456,0.419,12.2,0.57,0.43,0.566,0.225,0.129,-1.3073312755038,9.8073312755038
"Kristaps PorziÅ†Ä£is","BOS","C",86.5,90,3.5,42,1210,33.9,2.8,9,11.8,3.6,1.3,2.6,125,109,0.572,0.809,0.483,16,0.564,0.436,0.537,0.412,0.106,-2.3744747571601,14.1744747571601
"Kyle Anderson","MIA","PF",79.5,86.75,7.25,61,1002,17.5,2.6,7.5,10.1,7.1,2,1.6,119,111,0.51,0.738,0.469,10.9,0.769,0.231,0.502,0.357,0.036,-1.80356014669883,11.9035601466988
"Kyle Filipowski","UTA","PF",82.75,82.5,-0.25,72,1522,21.8,3.5,10.3,13.9,4.4,1.5,0.7,115,118,0.576,0.65,0.502,13.2,0.575,0.425,0.614,0.35,0.098,4.96609742082746,8.93390257917254
"Kyle Kuzma","MIL","PF",80,79,-1,65,1936,23.9,1.3,7.8,9.2,3.8,0.9,0.5,96,118,0.493,0.634,0.436,13.5,0.631,0.369,0.512,0.307,0.029,2.71169777055499,6.48830222944501
"Kyle Lowry","PHI","PG",71.75,74,2.25,35,659,10.3,0.8,4.2,5,7.2,2.5,0.8,119,118,0.474,0.818,0.35,22.5,0.248,0.752,0.414,0.33,0,2.00541255588003,2.99458744411997
"Kyrie Irving","DAL","PG",73.75,76,2.25,50,1804,33.1,1.6,4.8,6.4,6.2,1.8,0.6,118,118,0.549,0.916,0.473,14.9,0.62,0.38,0.517,0.401,0.001,2.00792664175002,4.39207335824998
"Kyshawn George","WAS","SF",79,82.25,3.25,68,1802,15.6,1.3,6.2,7.5,4.5,1.8,1.3,100,118,0.476,0.753,0.372,19.1,0.352,0.648,0.464,0.322,0.026,-1.25921683990629,8.75921683990629
"LaMelo Ball","CHA","PG",78,80,2,47,1505,38.7,1.5,6,7.6,11.3,1.8,0.4,108,117,0.494,0.843,0.405,17.8,0.474,0.526,0.478,0.339,0.005,0.412954813489981,7.18704518651002
"Lamar Stevens","MEM","SF",77.75,81,3.25,17,155,22.2,1.2,10.2,11.4,2.4,1.5,0.9,103,112,0.524,0.727,0.46,14.4,0.571,0.429,0.583,0.296,0.063,3.51421185642497,7.88578814357503
"Landry Shamet","NYK","SG",76,78.75,2.75,50,762,18.6,0.7,3.3,4,1.8,1.5,0.1,114,118,0.596,0.667,0.461,19.3,0.322,0.678,0.595,0.397,0.013,-2.31361649017876,6.31361649017876
"Larry Nance Jr.","ATL","C",79.5,85.5,6,24,463,20.5,2.3,8.1,10.4,3.8,2,1.3,125,114,0.626,0.692,0.516,15,0.51,0.49,0.582,0.447,0.135,-0.630131450367565,11.0301314503676
"Lauri Markkanen","UTA","PF",83,83,0,47,1476,29,2.3,6.7,9,2.3,1.1,0.6,115,122,0.521,0.876,0.423,17.3,0.43,0.57,0.525,0.346,0.104,-0.283274057705044,9.28327405770504
"LeBron James","LAL","PF",80.5,84.25,3.75,70,2444,34.4,1.4,9.5,11,11.6,1.4,0.8,117,114,0.571,0.782,0.513,13.4,0.688,0.312,0.574,0.376,0.056,0.843297245963696,10.1567027540363
"Leonard Miller","MIN","PF",81.25,86,4.75,13,32,30.8,4.6,12.3,17,0,3.1,1.5,111,104,0.4,1,0.4,10.9,0.667,0.333,0.6,0,0.067,5.62049707109993,11.3795029289001
"Lonnie Walker IV","PHI","SG",75.75,82.5,6.75,20,477,25.5,0.6,5.9,6.5,5.2,1,0.5,108,121,0.526,0.8,0.42,19,0.401,0.599,0.518,0.354,0.028,-2.43390257917254,8.93390257917254
"Lonzo Ball","CHI","PG",77.25,81,3.75,35,777,16,1.5,5.6,7.1,6.9,2.8,1,110,113,0.504,0.815,0.366,23,0.198,0.802,0.458,0.344,0.021,-0.785788143575027,7.88578814357503
"Luguentz Dort","OKC","SG",74.75,80.5,5.75,71,2073,16.6,2.1,4.7,6.8,2.7,1.8,0.9,120,110,0.578,0.717,0.435,19.5,0.304,0.696,0.489,0.412,0.032,-0.736416665042523,7.53641666504252
"Luka DonÄiÄ‡","LAL","SF",78.5,83,4.5,50,1769,38.9,1.1,10.2,11.3,10.6,2.5,0.6,116,112,0.536,0.782,0.45,17.4,0.531,0.469,0.522,0.368,0.001,2.01672594229496,9.28327405770504
"Luka Garza","MIN","C",82,85.5,3.5,39,219,31.1,7,5.2,12.2,2.5,1.4,0.7,118,114,0.543,0.686,0.495,11.8,0.657,0.343,0.609,0.278,0.048,1.16986854963243,11.0301314503676
"Luke Kennard","MEM","SG",76.5,77.25,0.75,65,1472,18.2,1.2,4.6,5.8,6.8,1.6,0.2,127,116,0.609,0.895,0.478,19.1,0.394,0.606,0.547,0.433,0.002,0.534497945418755,5.26550205458124
"Luke Kornet","BOS","C",85,85,0,73,1361,16.2,7,7.3,14.3,4.3,1.3,2.6,152,110,0.668,0.691,0.668,2.8,0.989,0.011,0.675,0,0.354,3.61924002816494,10.6807599718351
"Malaki Branham","SAS","SG",76,82,6,47,427,26.6,0.8,5,5.8,4.3,1.2,0.2,104,120,0.547,0.818,0.458,15.3,0.558,0.442,0.5,0.405,0.026,-2.78453110064004,8.58453110064004
"Malcolm Brogdon","WAS","PG",75.75,82.5,6.75,24,564,25.7,1.8,5.9,7.7,8.3,1.1,0.4,113,121,0.467,0.88,0.433,11.5,0.767,0.233,0.478,0.286,0,-1.23390257917254,8.93390257917254
"Malik Beasley","DET","SG",75.5,79,3.5,82,2283,28.1,1,3.5,4.5,2.9,1.5,0.1,116,117,0.579,0.679,0.43,20.8,0.285,0.715,0.466,0.416,0.022,-1.98830222944501,6.48830222944501
"Malik Monk","SAC","SG",74.25,77,2.75,65,2054,26.6,0.7,5.1,5.8,8.6,1.5,0.9,110,117,0.513,0.865,0.439,16,0.544,0.456,0.534,0.325,0.036,0.709183684685007,5.09081631531499
"MarJon Beauchamp","NYK","SG",77.25,84.75,7.5,35,156,24.6,3.4,10.3,13.7,3.4,1.2,0.3,99,113,0.492,0.75,0.415,16,0.554,0.446,0.472,0.345,0.046,3.19392576743119,10.5060742325688
"Marcus Sasser","DET","PG",73.25,79,5.75,57,811,22.2,1.1,3,4.1,7.9,2.2,0.2,117,115,0.561,0.843,0.463,17.5,0.486,0.514,0.549,0.382,0,-2.38830222944501,6.48830222944501
"Marcus Smart","WAS","PG",74,81.25,7.25,34,680,21,1.2,3.7,5,7.5,2.7,0.6,107,116,0.488,0.761,0.393,17.4,0.451,0.549,0.448,0.348,0.004,-3.06047388284128,8.06047388284128
"Mark Williams","CHA","C",84,90.5,6.5,44,1171,28.2,5.5,13.2,18.8,4.6,1.3,2.3,127,111,0.604,0.804,0.604,3.8,0.991,0.009,0.609,0,0.264,4.27615376430739,14.5238462356926
"Markelle Fultz","SAC","PG",75,81,6,21,184,16.2,1.6,3.7,5.3,7.2,2.7,0.5,93,116,0.448,1,0.418,12.4,0.881,0.119,0.407,0.5,0.045,-2.58578814357503,7.88578814357503
"Markieff Morris","LAL","C",79.75,82.75,3,15,165,16.6,0.9,5.9,6.8,6.2,0.6,0.9,91,118,0.364,0.833,0.3,19.9,0.486,0.514,0.353,0.25,0,-2.30858831843879,9.10858831843879
"Marvin Bagley III","MEM","PF",82.5,84,1.5,31,265,24.2,6.8,8.2,14.9,2,1.6,1.4,117,115,0.533,0.657,0.519,7.8,0.821,0.179,0.598,0.158,0.208,4.91798298522995,9.98201701477005
"Mason Plumlee","PHX","C",83.25,83,-0.25,74,1300,12.7,4.4,12.9,17.3,5.1,1.3,1.8,131,115,0.619,0.648,0.619,3.9,0.98,0.02,0.631,0,0.347,8.01672594229496,9.28327405770504
"Matas Buzelis","CHI","PF",80.75,82,1.25,80,1511,21.3,1.7,6.9,8.6,2.4,0.9,2.3,108,115,0.541,0.815,0.454,13.7,0.521,0.479,0.54,0.361,0.141,0.0154688993599644,8.58453110064004
"Matisse Thybulle","POR","SF",77,83.5,6.5,15,312,17.4,2.2,5.9,8.1,4.4,5.1,1.4,119,107,0.597,0.467,0.477,15.6,0.455,0.545,0.525,0.438,0.091,-1.53264553623755,9.63264553623755
"Max Christie","DAL","SG",76.25,80.75,4.5,78,2127,17.2,0.9,5,5.9,3.4,1.5,0.7,111,117,0.525,0.855,0.427,16.9,0.468,0.532,0.496,0.366,0.053,-1.81110240430877,7.71110240430877
"Max Strus","CLE","SG",77,79.5,2.5,50,1273,17.8,2,6.2,8.2,6,1,0.5,125,115,0.594,0.824,0.442,20.6,0.214,0.786,0.65,0.386,0.035,1.36232629202249,6.83767370797751
"Maxi Kleber","LAL","C",81.25,82.75,1.5,34,637,7.8,1.9,5.3,7.2,3.3,0.7,1.3,104,119,0.453,0.762,0.385,15.9,0.49,0.51,0.511,0.265,0.073,-1.90858831843879,9.10858831843879
"Maxwell Lewis","BKN","SG",78.25,84,5.75,28,327,17.6,2.7,5.6,8.4,2.9,1.4,1.1,104,117,0.505,0.7,0.417,13.7,0.537,0.463,0.448,0.38,0.037,-1.58201701477005,9.98201701477005
